sex,age,juv_fel_count,race,juv_misd_count,juv_other_count,PriorCount,is_recid,is_violent_recid,ChargeDegree,DaysInJail,RecidScore
Male,32,0,Caucasian,0,0,0,0,0,F,300.616666666667,-2.93
Female,48,0,Hispanic,0,0,9,0,0,F,82339.7166666667,-0.25
Male,66,0,Caucasian,0,0,1,0,0,F,1343.61666666667,-1.71
Female,40,0,African-American,0,0,0,0,0,F,-257.6,-3.61
Male,59,0,African-American,0,0,4,0,0,M,1398.73333333333,-4.78
Male,25,0,African-American,0,0,5,0,0,F,122517.183333333,-0.87
Male,27,0,African-American,0,0,3,0,0,M,1752.56666666667,-0.45
Male,22,0,African-American,0,0,0,0,0,F,1027.11666666667,0.41
Male,58,0,Caucasian,0,0,1,0,0,F,1432.25,-6.72
Male,29,0,Caucasian,0,0,2,0,0,F,2992.95,1.59
Male,24,0,African-American,0,0,2,0,0,F,8797.46666666667,2.18
Male,27,0,African-American,0,0,0,1,1,F,87743.5666666667,4.39
Male,24,0,Caucasian,0,0,0,0,0,F,2266.1,-1.41
Female,35,0,Caucasian,1,0,3,0,0,F,299.983333333333,-1.07
Male,30,1,African-American,0,0,5,1,1,F,3016.53333333333,-0.06
Male,23,0,African-American,1,1,1,1,1,F,3367.86666666667,-6.1
Male,32,0,Caucasian,0,0,2,1,1,F,869.2,-0.49
Male,22,0,Caucasian,0,0,2,0,0,F,5452.73333333333,3.37
Male,21,0,African-American,0,0,0,0,0,M,1675.95,-1.07
Female,43,0,Caucasian,0,0,0,0,0,M,-63.0833333333333,1.34
Male,29,0,African-American,0,0,0,0,0,F,4096.81666666667,-2.02
Male,43,0,African-American,0,0,1,0,0,F,2795.73333333333,-1.83
Male,25,0,African-American,0,0,1,0,0,F,2944.93333333333,0.66
Male,47,0,Caucasian,0,0,0,0,0,M,1573.28333333333,-2.34
Female,21,0,African-American,0,0,0,0,0,F,992.216666666667,-2.21
Female,25,0,African-American,0,0,1,0,0,M,-239.866666666667,-1.66
Male,54,0,Caucasian,0,0,0,0,0,M,-267.266666666667,-7.9
Male,34,0,African-American,0,1,3,1,1,F,48751.8166666667,1.57
Female,28,0,African-American,0,0,2,0,0,M,1527.03333333333,-5.67
Male,54,0,African-American,0,0,0,0,0,M,-260.916666666667,-2.32
Male,34,0,African-American,0,0,2,0,0,F,1237.05,-1.45
Male,50,0,Hispanic,0,0,11,0,0,M,164108.833333333,-1.03
Male,22,0,African-American,0,0,0,0,0,F,1532.21666666667,-1.32
Male,51,0,African-American,0,0,3,0,0,F,-212.516666666667,-1.49
Female,28,0,African-American,0,0,1,0,0,F,1922.81666666667,1.81
Male,36,0,Caucasian,0,0,6,0,0,F,3401.01666666667,-1.86
Male,28,0,African-American,0,1,5,0,0,M,40104.55,0.98
Male,43,0,Caucasian,0,0,4,0,0,M,3327.5,-3.16
Male,45,0,Hispanic,0,0,1,0,0,M,38529.9166666667,-4.19
Male,41,0,Hispanic,0,0,1,0,0,M,164142.716666667,-1.59
Male,25,20,Other,0,0,24,1,1,F,1248.55,11.36
Male,35,0,Hispanic,1,0,12,0,0,F,14931.3666666667,3.43
Male,24,0,Asian,0,0,0,0,0,M,1730.41666666667,-2.26
Male,21,0,African-American,0,0,3,1,1,F,90827.65,-1.59
Male,28,0,Hispanic,0,0,0,0,0,F,418.033333333333,-1.24
Male,29,0,African-American,1,0,13,1,1,F,2428.58333333333,3.24
Male,26,0,African-American,0,0,9,1,1,F,3817.93333333333,0.6
Male,31,0,Other,0,0,0,0,0,M,4044.58333333333,-1.83
Male,28,0,Caucasian,0,0,0,0,0,F,1502.53333333333,-2.25
Male,44,0,Caucasian,0,0,0,0,0,M,280.05,0.62
Male,42,0,African-American,0,0,7,0,0,M,1399.26666666667,0.9
Male,39,0,African-American,0,0,5,0,0,F,5779.33333333333,-1.37
Female,46,0,Hispanic,0,0,2,0,0,F,4570.65,-4.3
Male,55,0,Caucasian,0,0,0,0,0,M,14504.0333333333,0.97
Female,31,0,Caucasian,0,0,0,0,0,M,7103.8,-4.18
Male,25,0,African-American,0,0,0,0,0,F,1094.36666666667,-2.36
Male,32,0,Caucasian,0,2,6,0,0,M,250,0.02
Male,36,0,African-American,0,0,2,0,0,F,1096.48333333333,1.41
Male,39,0,Caucasian,0,0,2,0,0,M,-246.433333333333,-3.1
Female,26,0,African-American,0,0,0,0,0,M,-273.933333333333,-0
Female,22,0,Other,0,0,0,0,0,F,3373,-2.51
Male,37,0,Caucasian,0,0,3,0,0,M,1200,-2.26
Male,41,0,Caucasian,0,0,9,0,0,M,47376.1833333333,-1.82
Male,25,0,African-American,0,0,1,0,0,M,56.0833333333333,-0.28
Male,58,0,Caucasian,0,0,0,0,0,M,878.033333333333,-5.65
Male,44,2,African-American,0,0,19,1,1,M,25056.1166666667,5.63
Male,28,0,African-American,0,0,1,1,0,F,22911.4,1.02
Male,54,0,Caucasian,0,0,0,0,0,F,9652.15,-0
Male,21,0,Hispanic,0,0,0,1,1,M,76325.2166666667,-3.11
Male,43,0,Caucasian,0,0,0,0,0,M,1101.4,-4.05
Male,31,0,African-American,0,0,5,0,0,M,365.2,-3.01
Male,30,4,African-American,1,0,11,0,0,F,168687.783333333,4.83
Male,24,0,African-American,0,0,0,0,0,M,1061.11666666667,1.54
Male,43,0,Caucasian,0,0,0,0,0,M,522.766666666667,-3.5
Male,51,0,African-American,0,0,4,0,0,F,43595.8666666667,-2.11
Male,24,0,Hispanic,0,0,11,1,1,F,874.066666666667,0.92
Male,31,0,African-American,0,0,1,1,0,F,330981.883333333,-0.75
Male,23,0,African-American,0,0,0,0,0,F,2772.45,2.07
Male,26,2,African-American,1,0,8,1,1,M,121975.016666667,5.77
Male,27,0,Caucasian,0,0,1,0,0,F,1649.33333333333,-1.96
Male,66,0,Caucasian,0,0,0,0,0,M,838.966666666667,-3.7
Female,36,0,Caucasian,0,1,3,0,0,F,36290.9833333333,-0.6
Female,22,0,African-American,0,0,0,1,1,M,373.616666666667,1.56
Male,25,0,Hispanic,0,1,1,0,0,F,1426.61666666667,0.43
Male,56,0,African-American,0,0,4,0,0,F,2959.25,-0.4
Male,29,0,Native American,0,0,1,0,0,F,47576.15,-0.47
Female,58,0,African-American,0,0,3,0,0,M,26422.3333333333,1.53
Male,24,0,Caucasian,1,2,3,0,0,M,197.95,-2.77
Male,22,0,African-American,0,0,0,1,1,F,102265.433333333,-1.79
Male,39,0,Caucasian,0,0,0,0,0,M,1115.11666666667,-4.15
Male,23,0,Caucasian,0,0,0,1,1,M,4362.43333333333,-0.13
Male,39,0,Other,0,0,6,0,0,F,37565.0666666667,-0.26
Male,25,0,African-American,0,0,0,0,0,F,2683.91666666667,1.35
Male,26,0,African-American,0,0,6,0,0,F,2405.38333333333,0.9
Male,25,0,African-American,0,1,2,0,0,F,394763.816666667,-1.44
Male,36,0,African-American,0,0,0,0,0,F,1239.98333333333,0.08
Male,35,0,African-American,0,0,7,1,1,F,259.783333333333,-1.33
Male,22,0,African-American,0,0,2,1,1,F,2666.95,-3.38
Male,25,0,Caucasian,0,0,0,0,0,F,321.783333333333,-3.32
Male,36,0,Hispanic,0,0,0,0,0,M,1503.7,0.89
Male,24,0,African-American,0,0,2,1,1,M,17338.5333333333,0.79
Male,29,0,Caucasian,0,0,0,0,0,M,1430.46666666667,-2.66
Male,50,0,Caucasian,0,0,8,0,0,F,248643.6,-1.93
Male,27,0,African-American,0,0,0,0,0,M,1674.73333333333,0.98
Male,21,0,Hispanic,0,0,1,1,1,M,847.566666666667,0.98
Male,58,0,African-American,0,0,1,0,0,F,87835.9,-4.34
Male,27,0,African-American,0,0,4,0,0,F,47571.75,-2.07
Female,31,0,Caucasian,0,0,0,0,0,M,1299.21666666667,-3.34
Male,24,0,African-American,0,0,3,0,0,M,9515.68333333333,0.72
Male,43,0,Caucasian,0,0,0,0,0,M,1618.85,-3.67
Male,23,0,African-American,0,0,0,0,0,F,4433.18333333333,-3.33
Male,42,0,Caucasian,0,0,0,0,0,M,1292.01666666667,-2.33
Male,30,0,African-American,3,0,18,0,0,M,25727.5333333333,2.63
Male,29,0,African-American,0,0,1,0,0,F,417749.033333333,1.57
Male,26,0,Caucasian,0,1,3,1,0,M,3278.15,2.78
Male,51,0,African-American,0,0,5,0,0,M,6818.38333333333,-1.78
Male,36,0,Other,0,0,0,0,0,M,-219.983333333333,-4.73
Male,62,0,Hispanic,0,0,0,0,0,M,1770.21666666667,-4.89
Male,35,0,African-American,0,0,1,0,0,M,1829.91666666667,-3.8
Male,22,0,Caucasian,0,0,0,0,0,F,5622.75,-2.01
Male,40,0,African-American,0,0,0,0,0,F,1447.66666666667,1.22
Male,36,0,African-American,0,0,2,0,0,F,1288.8,-5.73
Male,69,0,Caucasian,0,0,0,0,0,M,1270.05,-6.22
Male,27,0,African-American,1,0,1,0,0,F,11546.15,2.33
Male,27,0,African-American,0,0,1,0,0,F,3404.31666666667,0.39
Female,24,0,African-American,0,0,6,0,0,M,446408.616666667,5.32
Male,42,0,Caucasian,0,0,0,0,0,F,4008.96666666667,-4.79
Male,25,0,Caucasian,0,0,1,0,0,F,1853.75,-2.26
Male,25,0,African-American,0,0,0,0,0,F,10149.0333333333,-0.08
Male,22,0,African-American,0,0,0,0,0,F,1310.83333333333,0.19
Male,21,0,Caucasian,0,0,0,0,0,F,1112.65,-0.42
Male,30,0,African-American,0,0,1,0,0,M,2690.48333333333,-3.13
Male,46,0,Caucasian,0,0,9,0,0,M,5975.73333333333,-1.74
Male,26,0,African-American,0,0,2,0,0,M,107.533333333333,0.16
Male,40,0,African-American,0,0,1,0,0,M,1520.55,-4.48
Male,34,0,Caucasian,0,0,0,0,0,F,40412.3833333333,-4.15
Male,28,0,Hispanic,0,0,3,0,0,M,1086.7,-1.51
Male,59,0,Caucasian,0,0,3,1,1,M,1872.65,-2.66
Male,37,0,Native American,0,0,0,0,0,F,1244.25,-4.3
Male,50,0,African-American,0,0,0,0,0,F,2910.9,-3.52
Male,57,0,African-American,0,0,8,1,1,F,143861.233333333,2.56
Male,31,0,African-American,0,0,5,1,0,M,1323.15,1.64
Male,44,0,African-American,0,0,9,0,0,F,36478.05,-1.6
Female,25,0,Caucasian,0,0,0,0,0,F,1586.36666666667,1.48
Male,51,0,African-American,0,0,5,0,0,M,291.366666666667,-7.06
Male,57,0,Caucasian,0,0,2,0,0,F,2977.73333333333,-3.3
Male,55,0,Caucasian,0,0,0,0,0,M,1365.23333333333,-5.06
Female,42,0,African-American,0,0,0,0,0,F,305.716666666667,-1.9
Male,58,0,African-American,0,0,16,1,0,F,42085.0833333333,2.02
Male,21,0,Other,0,0,0,0,0,F,41530.5666666667,-1
Female,24,0,Hispanic,0,0,0,0,0,M,13.2166666666667,-0.19
Male,42,0,African-American,0,0,1,0,0,F,1556.71666666667,0.12
Male,21,0,African-American,0,0,1,0,0,F,11516.1666666667,-0.77
Male,58,0,Caucasian,0,0,0,0,0,M,334.55,-7.7
Male,46,0,African-American,0,0,2,0,0,F,1340.86666666667,-1.59
Male,35,0,African-American,0,0,4,0,0,M,42700.8666666667,1.74
Male,42,0,African-American,0,0,2,0,0,F,1237.36666666667,1.77
Male,37,0,African-American,0,0,12,0,0,F,36261.2833333333,-1.7
Male,32,0,African-American,0,1,8,0,0,F,6068.45,0.71
Male,31,0,Other,0,0,5,1,0,F,4561.2,-3.76
Female,33,0,African-American,0,0,1,0,0,M,2852.11666666667,-0.65
Male,25,0,Caucasian,0,0,4,0,0,F,263769.916666667,-4
Female,33,0,African-American,0,0,0,0,0,M,1539.73333333333,-2.16
Male,21,0,Hispanic,0,0,1,0,0,F,1309.71666666667,-1.07
Female,64,0,Caucasian,0,0,7,0,0,M,109624.133333333,-3.06
Male,56,0,African-American,0,0,1,0,0,F,4171.98333333333,-4.18
Male,38,0,Caucasian,0,0,0,1,1,M,4070.48333333333,-3.77
Female,40,0,African-American,0,0,4,0,0,M,1757.96666666667,-3.21
Male,34,0,African-American,0,0,3,0,0,F,136765.183333333,1
Male,28,0,African-American,0,1,4,0,0,F,1517.55,2.03
Male,51,0,African-American,0,0,0,0,0,M,1581.15,-6.58
Male,35,0,African-American,0,0,2,0,0,M,2835.88333333333,-2.72
Male,61,0,African-American,0,0,5,0,0,F,17517.1,0.69
Male,25,0,African-American,0,0,0,0,0,F,1614.81666666667,-3.37
Male,26,0,African-American,0,0,0,1,0,M,595.783333333333,0.45
Male,42,0,Caucasian,0,0,1,0,0,M,3966.35,-1.9
Female,25,0,African-American,0,0,1,0,0,F,1320.1,3.18
Male,31,0,African-American,0,0,9,0,0,F,1290.51666666667,3.06
Male,35,0,Caucasian,0,1,1,0,0,F,1466.21666666667,-3.1
Male,34,0,Caucasian,0,0,0,0,0,F,167392.583333333,-2.13
Male,46,0,Caucasian,0,0,5,0,0,M,10.45,0.54
Female,33,0,Caucasian,0,0,1,0,0,M,1016.31666666667,-4.22
Male,30,0,African-American,0,1,3,1,0,F,1009.63333333333,1.19
Female,50,0,African-American,0,0,7,0,0,M,1551.13333333333,-3.3
Male,21,0,African-American,0,0,0,0,0,F,72229.5833333333,2.66
Female,23,0,African-American,0,0,0,0,0,M,1163.08333333333,0.31
Male,25,0,African-American,0,0,1,0,0,F,2784.36666666667,0.46
Female,24,0,Caucasian,0,0,1,0,0,F,1516.9,0.44
Male,60,0,African-American,0,0,0,1,0,F,3028.83333333333,-2.84
Male,30,0,African-American,0,0,2,0,0,F,953.216666666667,2.14
Female,32,0,Other,0,0,0,0,0,M,1153.13333333333,-1.59
Male,46,0,Caucasian,0,0,0,0,0,M,-105.233333333333,-0.62
Male,21,0,Caucasian,0,1,0,1,1,M,1332.21666666667,-0.53
Male,35,0,African-American,0,0,0,1,0,F,1628.01666666667,-1.98
Female,40,0,African-American,0,0,7,0,0,M,2665.7,0.96
Male,28,0,African-American,0,0,2,1,0,M,4129.13333333333,1.25
Male,46,0,Caucasian,0,1,2,1,0,M,4485.41666666667,-4.18
Male,56,0,African-American,0,0,1,0,0,F,1324.98333333333,-2.56
Male,41,0,African-American,0,0,19,1,0,F,89299.35,1.71
Male,24,0,African-American,0,0,1,1,1,M,1243.73333333333,0.98
Male,25,0,African-American,0,1,7,0,0,F,18390.9666666667,1.08
Female,33,0,Caucasian,0,0,0,0,0,M,875.516666666667,1.09
Male,48,0,Caucasian,0,0,2,1,1,M,6118.45,-3.88
Male,25,0,Hispanic,0,0,0,0,0,F,1198.56666666667,-2.03
Male,37,0,Hispanic,0,0,0,1,1,F,4079.43333333333,-0.08
Female,43,0,Caucasian,0,0,7,0,0,F,12479.1333333333,-1.26
Male,32,0,Caucasian,0,0,0,0,0,F,1525.43333333333,-0.62
Male,33,0,Other,0,0,3,0,0,F,1326.98333333333,-0.41
Male,49,0,Caucasian,0,0,4,0,0,F,8148.71666666667,-1.93
Male,24,0,Caucasian,0,0,0,0,0,F,26777.75,2.09
Male,26,0,African-American,0,0,1,0,0,F,-247.466666666667,-1.4
Male,42,0,Caucasian,0,0,0,0,0,F,2605.68333333333,-3.46
Male,36,0,Hispanic,0,0,0,0,0,F,252.6,-3.58
Male,29,0,Caucasian,0,1,7,1,1,M,39912.5833333333,3.51
Male,39,0,Caucasian,0,0,0,0,0,M,25973.5833333333,-1.11
Male,53,0,Caucasian,0,0,0,0,0,M,1185.91666666667,-3.9
Male,21,0,Other,0,0,0,1,1,F,9107.4,0.3
Male,41,0,African-American,0,0,4,0,0,F,1369.06666666667,-1.76
Male,34,0,African-American,0,0,4,1,1,F,763402.733333333,4.1
Male,22,0,Caucasian,0,2,5,1,1,F,6954.05,0.53
Male,22,0,Caucasian,0,2,0,1,1,F,4219.86666666667,1.79
Male,25,0,African-American,0,0,2,0,0,F,38763.7333333333,-0.98
Female,27,0,Caucasian,0,0,2,0,0,F,1487.6,2.21
Male,51,0,Other,0,0,2,0,0,F,1635.11666666667,-3.04
Male,24,0,African-American,0,1,0,0,0,F,-670.166666666667,-1
Male,37,0,African-American,0,0,4,0,0,F,133877.533333333,0.67
Male,37,0,Caucasian,0,0,0,0,0,M,156.216666666667,-0.78
Female,27,0,Other,0,0,0,0,0,M,1349.51666666667,-3.37
Male,21,0,Other,0,0,0,0,0,F,7392.9,-1.57
Male,35,0,African-American,0,0,1,1,1,F,1610.51666666667,-1.81
Female,24,0,Caucasian,0,0,0,0,0,F,52956.5333333333,0.01
Male,49,0,Caucasian,0,0,2,0,0,M,1881.25,-5.09
Male,38,0,African-American,0,0,9,0,0,F,4181.16666666667,-0.94
Male,61,0,Other,0,0,0,0,0,M,1052.01666666667,-1.05
Female,30,0,African-American,0,0,0,0,0,M,353.466666666667,-0.45
Male,22,0,African-American,0,0,3,1,1,F,184405.866666667,3.13
Male,52,0,Caucasian,0,0,0,0,0,M,1250.2,-1.15
Male,26,0,Caucasian,0,0,0,0,0,F,1197.2,0.47
Male,26,0,Other,0,0,0,0,0,M,1725.18333333333,-0.34
Male,29,0,African-American,1,0,6,0,0,F,157.266666666667,0.05
Male,29,0,African-American,0,0,4,1,1,F,115317.233333333,-2.06
Male,26,0,Caucasian,0,0,2,0,0,F,898.65,0.83
Female,46,0,African-American,0,0,4,0,0,F,1103.95,-0.51
Female,46,0,African-American,0,0,0,0,0,F,1510.05,-3.34
Male,39,0,Caucasian,0,0,8,0,0,F,1822.91666666667,0.61
Male,29,0,African-American,0,0,12,1,1,F,8594.7,4.69
Male,41,0,Caucasian,0,0,0,0,0,M,-229.716666666667,-4.41
Female,25,0,African-American,0,0,5,0,0,F,1223.78333333333,0.83
Male,23,1,African-American,0,0,2,0,0,F,26306.9,1.74
Male,30,0,Caucasian,0,0,0,0,0,M,44.4333333333333,-1.13
Male,34,0,Caucasian,0,0,1,0,0,F,4068.33333333333,0.85
Male,52,0,Caucasian,0,0,2,0,0,F,2698.66666666667,-2.48
Male,51,0,African-American,0,0,4,1,0,M,11301.1333333333,-3.47
Female,49,0,Caucasian,0,0,1,0,0,F,1710.85,-0.4
Female,26,0,African-American,0,0,9,1,1,M,2747.38333333333,1.54
Female,47,0,Caucasian,0,0,0,0,0,F,220.8,-4.65
Male,27,0,African-American,0,0,0,0,0,M,1477.78333333333,-0.67
Male,21,0,African-American,0,0,0,0,0,F,1653,0.33
Male,30,0,Caucasian,0,0,3,1,1,F,17792.1333333333,-1.5
Male,70,0,Caucasian,0,0,0,0,0,M,860.916666666667,-7.5
Male,38,0,African-American,0,0,15,0,0,F,79792.5,1.03
Male,29,0,African-American,0,0,0,0,0,F,348.583333333333,1.1
Male,38,0,Hispanic,0,0,3,0,0,F,346.05,-0.03
Female,27,0,Caucasian,0,0,0,0,0,F,829.866666666667,-4.13
Male,44,0,Hispanic,0,0,0,0,0,M,293.733333333333,-2.73
Male,31,0,Caucasian,0,0,6,0,0,M,1741.05,0.37
Female,30,0,African-American,0,0,0,0,0,M,1358.95,-4.93
Male,40,0,African-American,0,0,3,0,0,F,1549.73333333333,-1.37
Female,49,0,Caucasian,0,0,3,1,0,F,1601.05,-7.3
Male,33,0,Caucasian,0,0,1,0,0,M,1837.71666666667,-2.64
Male,31,0,Hispanic,1,0,1,0,0,M,1972.05,-5.55
Male,61,0,Caucasian,0,0,1,0,0,M,1249.93333333333,-2.66
Male,30,0,Caucasian,0,0,2,0,0,F,1431.46666666667,-4.81
Male,62,0,Caucasian,0,0,0,0,0,M,2940.13333333333,-5.04
Male,48,0,Caucasian,0,0,9,0,0,F,1509.11666666667,1.11
Female,40,0,Caucasian,0,0,0,0,0,F,2123.8,-2.8
Male,24,0,Caucasian,0,0,0,0,0,F,4317,-4.75
Male,63,0,Caucasian,0,0,0,0,0,M,366.833333333333,-2.38
Male,33,0,African-American,0,0,4,0,0,F,1588.26666666667,1.38
Female,21,1,African-American,0,0,1,1,1,F,1432.23333333333,0.95
Male,51,0,African-American,0,0,1,0,0,F,10427.3333333333,-1.35
Male,39,0,Caucasian,0,0,3,1,1,F,1588.03333333333,-0.15
Male,22,0,African-American,0,0,0,0,0,M,937.433333333333,-1.21
Male,59,0,Caucasian,0,0,0,0,0,F,820.5,-7.08
Male,38,0,African-American,5,0,37,1,1,M,44441.4166666667,8.2
Male,23,0,African-American,0,0,2,0,0,F,342480.716666667,0.43
Male,20,1,African-American,0,0,1,1,1,F,22929.7166666667,-0.8
Male,38,0,African-American,0,0,2,1,1,F,277628.783333333,3.05
Female,34,0,Caucasian,0,0,2,0,0,F,1627.93333333333,-1.38
Male,31,0,African-American,0,0,1,0,0,F,20134.1166666667,0.82
Male,60,0,Caucasian,0,0,3,0,0,F,173276.55,-1.38
Male,43,0,African-American,0,0,0,0,0,F,1495.33333333333,-0.15
Male,40,0,African-American,0,0,1,0,0,F,2865.41666666667,-6.62
Male,22,0,African-American,0,1,0,0,0,F,1360.98333333333,1.73
Female,40,0,Other,0,0,0,0,0,F,1633.86666666667,-2.02
Male,21,0,Other,0,0,1,0,0,F,8498.1,-5.15
Female,45,0,African-American,0,0,1,0,0,F,9117.96666666667,-2.71
Male,21,0,Caucasian,1,2,1,0,0,F,18522.3166666667,-1.7
Male,35,0,Caucasian,0,0,6,1,1,F,2512.88333333333,0.46
Male,52,0,African-American,0,0,1,1,1,M,102091.5,-1.95
Male,48,0,Caucasian,0,0,0,0,0,M,237.583333333333,-5.82
Male,48,0,Caucasian,0,0,0,0,0,M,1612.25,-3.88
Male,47,0,African-American,0,0,0,0,0,M,4549.95,-1.31
Male,35,3,African-American,0,0,13,0,0,F,1291.86666666667,1.53
Male,52,0,African-American,0,0,2,0,0,F,4451.15,-3.13
Female,39,0,African-American,1,0,7,0,0,F,257223.65,0.64
Male,21,0,Caucasian,0,0,0,1,1,M,13053.8333333333,3.51
Male,53,0,Caucasian,0,0,1,0,0,M,1632.65,-0.61
Male,22,0,African-American,0,0,0,0,0,M,4229.73333333333,-2.41
Male,45,0,African-American,0,0,1,0,0,F,4094.61666666667,-0.71
Female,27,0,Caucasian,0,0,0,0,0,F,1575.66666666667,0.52
Male,25,0,Caucasian,0,0,0,0,0,M,1191.41666666667,3.06
Male,28,0,Caucasian,0,0,3,0,0,F,1571.83333333333,-3.74
Male,36,0,African-American,0,0,3,1,1,M,3461.83333333333,-2.3
Male,42,0,African-American,0,0,1,0,0,F,313.966666666667,-3.05
Female,33,0,Caucasian,0,0,2,0,0,F,860.333333333333,-0.95
Female,42,0,Caucasian,0,0,0,0,0,M,1543.38333333333,-4.5
Female,28,0,African-American,0,0,0,0,0,M,344.95,1.45
Male,27,0,African-American,0,0,25,1,1,F,58757.5166666667,8.86
Female,21,0,Caucasian,0,0,0,0,0,F,4184.21666666667,2.32
Male,36,0,Caucasian,0,0,0,0,0,F,1335.13333333333,-4.18
Male,28,0,Caucasian,0,0,1,0,0,M,34900.3333333333,-0.16
Male,46,0,Caucasian,0,0,2,0,0,M,66083.05,1.71
Male,34,0,African-American,0,0,3,0,0,F,1019.38333333333,-1.12
Female,25,0,African-American,0,0,1,0,0,F,5861.91666666667,-0.97
Male,21,0,African-American,1,0,1,1,1,M,879.066666666667,-4.81
Male,48,0,African-American,0,0,1,0,0,F,1026.15,-3.65
Male,37,0,Caucasian,0,0,1,0,0,M,1296.61666666667,-5.49
Male,37,0,Caucasian,0,0,1,1,1,M,1688.15,0.06
Male,39,0,Caucasian,0,0,1,0,0,F,484.216666666667,-1.6
Male,49,0,Other,0,0,2,0,0,F,915.166666666667,2.49
Male,43,0,Caucasian,0,0,5,0,0,F,1037.61666666667,1.74
Male,53,0,African-American,0,0,1,0,0,M,870.95,-2.09
Male,39,0,Caucasian,0,0,0,0,0,M,3339.3,0.11
Male,36,0,Caucasian,0,0,2,0,0,F,1283.33333333333,-2.97
Female,24,0,African-American,0,0,1,0,0,F,5445.6,-1.25
Male,35,0,Hispanic,0,0,0,0,0,M,1846.31666666667,-4.08
Male,23,0,African-American,0,0,3,0,0,F,1469.4,-1.72
Male,26,0,African-American,0,0,2,0,0,F,1509.85,-0.49
Female,30,0,African-American,3,2,14,1,1,F,7433.8,5.91
Male,25,0,Caucasian,0,0,2,0,0,M,1474.08333333333,-3.1
Male,26,0,African-American,0,0,2,0,0,M,41652.7333333333,1.41
Male,26,0,African-American,0,0,7,0,0,M,1317.23333333333,1.07
Male,60,0,Hispanic,0,0,0,0,0,F,1488.53333333333,-6.21
Female,20,0,African-American,0,0,0,0,0,F,1326.98333333333,-3
Male,23,0,Caucasian,0,0,0,0,0,F,401.75,0.14
Male,26,0,African-American,0,0,5,1,1,F,9965.63333333333,1.36
Male,40,0,Caucasian,0,0,4,0,0,M,1496.8,-2.04
Male,28,0,Other,0,0,1,1,1,F,1631.51666666667,-0.66
Male,53,0,Caucasian,0,0,1,0,0,F,17239.5833333333,-2.98
Male,56,0,Caucasian,0,0,5,0,0,F,11774.0833333333,-5.73
Female,24,0,African-American,0,0,0,0,0,F,1350.78333333333,1.41
Male,31,0,Hispanic,0,0,0,0,0,F,1672.76666666667,-3.63
Female,33,0,Caucasian,0,0,2,0,0,F,-335.666666666667,-1.84
Male,26,0,Caucasian,3,0,8,1,1,F,60326.0666666667,0.32
Male,56,0,Caucasian,0,0,1,0,0,M,3984.81666666667,-3.18
Male,32,0,Caucasian,0,0,2,0,0,F,1274.46666666667,-1.47
Male,25,0,Caucasian,0,0,0,1,1,F,4322.51666666667,1.03
Male,21,0,African-American,0,0,1,0,0,F,1108.51666666667,0.85
Male,38,0,African-American,0,0,3,0,0,F,1791.96666666667,-0.79
Male,23,0,Caucasian,0,0,0,1,0,F,1612.2,0.16
Male,20,0,Caucasian,0,1,0,1,1,F,11981.3,0.09
Male,24,0,African-American,0,0,1,1,1,F,8654.38333333333,1.06
Male,23,0,Hispanic,0,0,0,0,0,F,442.95,-1.01
Male,49,0,African-American,0,0,3,0,0,F,1420.83333333333,-2.07
Male,28,0,Caucasian,0,0,0,0,0,M,19030.3166666667,-5.4
Male,67,0,Caucasian,0,0,3,0,0,F,1788.78333333333,-3.27
Male,33,0,Hispanic,0,0,0,0,0,F,1821.36666666667,-6.23
Male,40,0,Caucasian,0,0,4,0,0,F,112979.8,0.09
Male,52,0,African-American,0,0,0,0,0,F,1431.83333333333,-0.6
Male,22,0,Caucasian,0,0,1,0,0,F,1856.43333333333,-0.4
Male,36,0,Caucasian,0,0,9,0,0,F,1409.86666666667,-2.33
Male,40,0,Caucasian,0,0,0,1,1,M,1269.8,-5.53
Male,30,0,Caucasian,0,0,1,1,1,M,175.916666666667,-2.91
Male,42,0,African-American,0,0,1,0,0,F,950.266666666667,-3.17
Male,46,0,Caucasian,0,0,4,0,0,F,3848.51666666667,-3.07
Male,38,0,African-American,0,0,4,0,0,F,-206.316666666667,-0.89
Male,39,0,Hispanic,0,0,2,1,1,F,151097.85,0.44
Male,26,0,Caucasian,0,0,0,0,0,M,1508.16666666667,-2.23
Male,27,0,Hispanic,0,0,2,0,0,F,14412.3833333333,-3.2
Male,61,0,Caucasian,0,0,1,0,0,F,1497.13333333333,-5.17
Male,57,0,Caucasian,0,0,0,0,0,F,39939.8666666667,-7.16
Male,24,0,Caucasian,0,3,3,1,1,M,1549,2.86
Male,34,0,African-American,0,0,1,0,0,F,1387.01666666667,-1.42
Male,27,0,Hispanic,0,0,1,0,0,F,2464.61666666667,-0.41
Male,35,0,African-American,0,0,10,1,1,M,824.35,1.8
Male,53,0,Other,0,0,1,0,0,F,7316.51666666667,2.03
Male,44,0,African-American,0,0,0,0,0,F,1683.21666666667,0.31
Male,61,0,Caucasian,0,0,10,0,0,F,32923.7166666667,-1.68
Male,42,0,African-American,0,0,4,0,0,M,203.733333333333,-0.6
Male,39,0,African-American,0,0,4,0,0,F,9826.85,0.88
Female,53,0,Caucasian,0,0,0,0,0,M,777.916666666667,-3.79
Male,26,0,African-American,0,0,3,1,0,M,2773.55,-1.08
