Salary,Arts,Biology & Life Science,Business,Communications & Journalism,Computers & Mathematics,Education,Engineering,Health,Humanities & Liberal Arts,Industrial Arts & Consumer Services,Interdisciplinary,Law & Public Policy,Physical Sciences,Psychology & Social Work,Social Science,Male,GPA
71000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.72
64000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2.52
69000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.92
68000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47
87000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.76
77000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.22
86000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.06
73000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
54000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.06
96000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.79
70000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62
58000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52
68000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.56
72000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.75
72000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.15
86000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.54
81000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37
66000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59
86000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6
65000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.22
69000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.54
78000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.63
62000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.53
69000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.72
64000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.65
93000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.48
50000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.01
57000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.4
71000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33
76000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.88
89000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.75
82000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.81
72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.36
87000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.51
69000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55
64000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6
86000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.88
93000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2.68
86000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.95
58000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97
83000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.79
59000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.67
81000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.32
83000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4
61000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.27
72000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.94
85000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.78
59000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.8
69000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.97
81000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.87
65000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25
86000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.27
73000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.39
77000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.47
73000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3.43
74000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.02
69000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.62
60000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.71
50000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.54
51000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.73
73000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.56
87000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.89
92000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.71
70000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.23
60000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.74
80000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.19
81000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67
62000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.55
80000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81
54000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16
71000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.56
55000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.86
56000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.65
58000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21
88000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28
57000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43
85000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.58
84000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.78
92000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.82
61000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
68000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2.82
61000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.64
75000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21
72000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.69
70000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3.45
78000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.76
82000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68
46000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.38
63000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.88
65000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.96
89000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67
79000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.08
54000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.19
86000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.18
93000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.19
69000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.4
60000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.99
72000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.77
68000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.66
82000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67
79000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64
72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.99
64000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.79
71000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.98
69000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.95
84000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.84
84000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.78
74000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.62
63000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26
85000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.68
76000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86
92000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.74
75000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64
64000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.7
82000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.73
63000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.81
93000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45
59000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.6
83000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.25
78000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.58
57000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.63
83000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.73
55000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.86
55000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.01
84000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.51
62000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.21
60000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.88
80000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.89
74000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.61
81000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.87
68000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.58
60000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.96
83000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15
80000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.48
92000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.98
46000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.56
72000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.94
79000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.82
76000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3.73
56000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94
78000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.58
64000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.46
84000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39
78000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.04
93000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.77
80000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.84
68000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1
66000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3.78
72000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23
64000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.18
66000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.77
69000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.81
88000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.93
92000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3.63
71000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.29
80000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02
73000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.8
74000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.83
63000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76
61000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35
71000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.38
56000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68
85000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.51
1e+05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3.82
73000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.81
59000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.93
68000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3.93
80000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.08
60000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.11
77000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.85
59000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.94
60000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9
88000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.94
60000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.92
74000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.95
74000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.92
72000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.76
64000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.53
59000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.84
78000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.5
71000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.68
65000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89
71000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.34
56000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.87
75000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56
81000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.47
87000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.43
81000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.97
63000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.99
66000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.41
61000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.04
82000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.86
67000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.78
56000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38
76000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.95
69000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.18
62000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.85
64000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.97
81000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.69
57000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96
78000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.88
64000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.69
60000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3.1
84000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.94
77000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.7
73000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.89
61000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.02
84000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72
61000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.4
69000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.11
81000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.14
71000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3.04
80000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.31
51000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.84
69000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.09
67000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2.66
69000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3.65
65000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.51
78000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.96
69000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.93
76000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.31
50000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89
78000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.44
60000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.93
71000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3.49
77000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57
75000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89
89000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93
69000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.33
87000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.86
79000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.4
66000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.78
85000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67
61000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.92
81000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.32
110000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3.91
84000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.69
88000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.58
58000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.88
71000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.91
58000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.44
79000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16
76000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.76
74000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.67
76000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89
71000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.46
84000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.9
64000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2.87
72000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.08
71000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.89
62000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3.31
64000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.74
83000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.26
83000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.41
99000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.57
74000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.85
71000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.76
68000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.34
64000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.21
62000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96
85000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.69
70000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.39
66000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59
71000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52
69000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.97
82000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.99
84000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.79
70000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.53
83000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.94
80000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3
60000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.97
95000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3.55
59000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.7
79000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.96
73000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.43
78000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.6
80000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12
65000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.76
58000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.07
68000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3.9
65000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.98
78000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.99
71000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.82
60000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41
80000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.89
51000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.85
54000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.43
64000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3.56
78000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63
76000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.26
66000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73
87000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.86
69000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.13
74000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.01
71000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18
71000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.9
85000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.7
94000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.73
86000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.53
89000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21
68000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.15
55000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54
69000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.22
55000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.42
73000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.88
68000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3.76
83000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.67
72000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.65
65000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63
56000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.54
66000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.93
81000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.9
69000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3.84
55000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.65
78000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41
66000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.7
85000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.73
79000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.56
70000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.65
65000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44
79000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85
82000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.84
82000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82
79000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.74
67000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41
75000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.4
86000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.61
88000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.94
75000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.82
61000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.98
85000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.83
70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.84
72000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.84
80000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93
72000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.99
80000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.73
45000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.18
56000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.75
70000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02
66000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2.84
62000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.89
67000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.87
62000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.82
83000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.93
68000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.75
79000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.41
80000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.58
92000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92
59000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.06
60000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.67
49000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.21
64000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.55
68000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.78
67000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.75
70000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3.88
