"Temperature","Fuel_Price","CPI","Unemployment","Weekly_Sales"
85.17,3.73,225.97,6.33,1863049
79.61,3.72,226.11,6.33,-142246
73.64,3.72,226.32,6.33,1179835
77.67,3.67,226.52,6.33,1299353
73.37,3.62,226.72,6.03,2340798
69.94,3.6,226.92,6.03,1978952
73.77,3.59,226.97,6.03,1670614
74.26,3.51,226.99,6.03,304279
49.47,2.96,126.44,13.97,1273055
47.87,2.95,126.5,13.97,1678729
54.83,2.92,126.53,13.97,-188253
50.23,2.83,126.55,13.97,1619975
53.77,2.99,126.58,13.97,1529603
50.11,2.92,126.6,13.97,937303
59.57,3.05,126.61,13.97,757743
60.06,3.08,126.61,13.97,1279670
59.84,3.09,126.6,14.1,723497
59.25,3.09,126.6,14.1,522281
64.95,3.11,126.56,14.1,1548558
64.55,3.05,126.47,14.1,292352
67.38,3.1,126.38,14.1,1323305
70.15,3.13,126.29,14.1,867752
68.44,3.14,126.21,14.1,667088
76.2,3.12,126.18,14.1,820631
67.84,3.06,126.16,14.1,1786339
81.39,2.94,126.14,14.1,746429
90.84,2.95,126.11,14.1,453610
81.06,3.04,126.11,14.1,1979453
87.27,3.08,126.13,14.1,178717
91.98,3.1,126.14,14.18,948339
90.37,3.1,126.15,14.18,680656
97.18,3.09,126.15,14.18,1463929
99.22,3.11,126.13,14.18,1194396
96.31,3.02,126.11,14.18,905658
92.95,3.12,126.09,14.18,1249610
87.01,3.16,126.06,14.18,-245687
92.81,3.04,126.08,14.18,909492
93.19,3.13,126.09,14.18,525630
83.12,3.09,126.1,14.18,1547870
83.63,3.04,126.11,14.18,-28280
82.45,3.03,126.15,14.18,561219
81.77,2.94,126.19,14.18,840038
85.2,3,126.23,14.31,1288896
71.82,3.01,126.28,14.31,836643
75,2.98,126.33,14.31,1349067
68.85,3.01,126.38,14.31,1385877
61.09,3.02,126.44,14.31,785620
65.49,3.13,126.49,14.31,1198467
57.79,3.13,126.55,14.31,1265914
58.18,3.16,126.61,14.31,801746
47.66,3.16,126.67,14.31,800653
43.33,3.04,126.73,14.31,864202
50.01,3.2,126.79,14.31,745354
52.77,3.24,126.88,14.31,1753524
52.02,3.24,126.98,14.31,786493
45.64,3.15,127.09,14.31,-43144
37.64,3.29,127.19,14.02,1134788
43.15,3.31,127.3,14.02,278044
53.53,3.22,127.44,14.02,1253049
50.74,3.34,127.58,14.02,1017809
45.14,3.35,127.72,14.02,278053
51.3,3.38,127.86,14.02,1816864
53.35,3.43,128,14.02,1057375
48.45,3.53,128.13,14.02,47709
51.72,3.67,128.26,14.02,1364244
57.75,3.82,128.4,14.02,1208494
64.21,3.69,128.51,14.02,202911
54.4,3.91,128.62,14.02,1063398
63.63,3.77,128.72,13.74,825247
64.47,4,128.82,13.74,880771
57.63,3.87,128.91,13.74,-448304
72.12,4.13,128.96,13.74,586707
68.27,4.15,129,13.74,604343
68.4,4.19,129.04,13.74,15276
70.93,4.2,129.09,13.74,997437
66.59,4.17,129.08,13.74,1013863
76.67,4.09,129.06,13.74,677519
71.81,4.03,129.05,13.74,988578
78.72,3.98,129.04,13.74,559048
86.84,3.94,129.04,13.74,1321872
88.95,3.9,129.07,13.74,640720
89.85,3.84,129.09,13.5,319803
89.9,3.7,129.11,13.5,1444724
88.1,3.69,129.13,13.5,905660
91.17,3.79,129.15,13.5,817456
93.29,3.81,129.17,13.5,749946
90.61,3.8,129.18,13.5,-362638
91.04,3.7,129.2,13.5,1041665
91.74,3.74,129.24,13.5,515892
94.61,3.74,129.28,13.5,691112
93.66,3.8,129.33,13.5,699965
88,3.91,129.37,13.5,1491516
76.36,3.92,129.43,13.5,1115422
82.95,3.79,129.52,13.5,1670218
83.26,3.88,129.61,13.5,-371450
70.44,3.83,129.69,12.89,-102244
67.31,3.81,129.77,12.89,1756349
73.05,3.84,129.78,12.89,759480
67.41,3.73,129.79,12.89,1396382
59.77,3.83,129.81,12.89,1592755
48.76,3.82,129.82,12.89,180700
54.2,3.81,129.83,12.89,1338042
53.25,3.62,129.84,12.89,1285008
52.5,3.7,129.85,12.89,739642
42.17,3.64,129.86,12.89,1271103
43.29,3.6,129.9,12.89,272399
45.4,3.54,129.98,12.89,646568
44.64,3.43,130.07,12.89,273222
50.43,3.6,130.16,12.19,-13867
48.07,3.66,130.24,12.19,2144408
46.2,3.66,130.28,12.19,140148
50.43,3.67,130.31,12.19,974977
50.58,3.7,130.35,12.19,1053118
52.27,3.72,130.38,12.19,1210766
51.8,3.78,130.45,12.19,606235
53.13,3.95,130.55,12.19,1251331
52.27,4.18,130.65,12.19,733379
54.54,4.25,130.74,12.19,874494
64.44,4.27,130.83,12.19,1096487
56.26,4.04,130.9,12.19,1305458
64.36,4.29,130.97,12.19,1294491
64.05,4.12,131.04,11.63,785693
64.28,4.25,131.11,11.63,897100
66.73,4.22,131.12,11.63,856846
77.99,4.19,131.13,11.63,1541631
76.03,4.17,131.14,11.63,554747
77.27,4.19,131.15,11.63,1702128
84.51,4.11,131.1,11.63,1362161
83.84,4.29,131.03,11.63,1270838
78.11,4.28,130.96,11.63,547267
84.83,4.1,130.89,11.63,631961
85.94,4.14,130.83,11.63,1168710
91.61,4.01,130.79,11.63,1183127
90.47,3.88,130.76,11.63,1199739
89.13,3.77,130.72,10.93,1663058
95.61,3.72,130.68,10.93,1299346
85.53,3.73,130.7,10.93,663554
93.47,3.77,130.72,10.93,476193
88.16,3.76,130.74,10.93,829373
95.91,3.81,130.76,10.93,1470981
94.87,4,130.79,10.93,1626263
85.32,4.06,130.84,10.93,463370
89.78,4.09,130.89,10.93,1239816
88.52,4.12,130.93,10.93,1123420
83.64,4.13,130.98,10.93,527130
82.97,4.12,131.01,10.93,1269969
81.22,3.97,131.04,10.93,-94571
81.61,3.97,131.08,10.2,2067099
71.74,4.47,131.11,10.2,1899624
68.66,4.45,131.15,10.2,1209454
65.95,4.3,131.19,10.2,1037371
31.53,2.67,126.44,8.32,1138142
33.16,2.67,126.5,8.32,1814616
35.7,2.65,126.53,8.32,218723
29.98,2.67,126.55,8.32,1282774
40.65,2.68,126.58,8.32,297557
37.62,2.73,126.6,8.32,1104762
42.49,2.78,126.61,8.32,802816
41.48,2.82,126.61,8.32,572082
42.15,2.84,126.6,8.11,333166
38.97,2.88,126.6,8.11,1280560
50.39,2.92,126.56,8.11,778917
55.66,2.94,126.47,8.11,1793807
48.33,2.94,126.38,8.11,768986
44.42,2.95,126.29,8.11,1717194
50.15,2.96,126.21,8.11,842417
57.71,2.95,126.18,8.11,1040965
53.11,2.91,126.16,8.11,180119
59.85,2.87,126.14,8.11,-130472
65.24,2.84,126.11,8.11,1031100
58.41,2.82,126.11,8.11,1315624
71.83,2.82,126.13,8.11,683027
78.82,2.81,126.14,7.95,555052
71.33,2.8,126.15,7.95,997428
77.79,2.79,126.15,7.95,233744
82.27,2.8,126.13,7.95,1586526
78.94,2.8,126.11,7.95,188561
81.24,2.8,126.09,7.95,1444427
74.93,2.84,126.06,7.95,356921
76.34,2.85,126.08,7.95,1842795
75.31,2.85,126.09,7.95,396864
65.71,2.87,126.1,7.95,1438932
65.74,2.87,126.11,7.95,832366
66.84,2.88,126.15,7.95,706383
68.22,2.87,126.19,7.95,466167
68.74,2.85,126.23,7.8,1576212
63.03,2.84,126.28,7.8,1578071
54.12,2.85,126.33,7.8,715264
56.89,2.85,126.38,7.8,403400
45.12,2.84,126.44,7.8,981347
49.96,2.83,126.49,7.8,1499341
42.55,2.83,126.55,7.8,1342963
42,2.84,126.61,7.8,1354516
28.22,2.83,126.67,7.8,2246242
25.8,2.81,126.73,7.8,1482897
36.78,2.82,126.79,7.8,1532332
35.21,2.84,126.88,7.8,1354057
34.9,2.85,126.98,7.8,1335865
26.79,2.87,127.09,7.8,1311780
16.94,2.89,127.19,7.47,1236558
20.6,2.9,127.3,7.47,1164168
34.8,2.93,127.44,7.47,1900780
31.64,2.96,127.58,7.47,1038517
23.35,2.97,127.72,7.47,2047775
30.83,3.03,127.86,7.47,1483600
40.85,3.06,128,7.47,870781
33.17,3.12,128.13,7.47,1010447
34.23,3.23,128.26,7.47,836313
41.28,3.35,128.4,7.47,700696
44.69,3.41,128.51,7.47,655464
42.38,3.44,128.62,7.47,914106
42.49,3.49,128.72,7.19,514240
42.75,3.55,128.82,7.19,1966362
41.72,3.62,128.91,7.19,-255238
47.55,3.65,128.96,7.19,753120
43.85,3.68,129,7.19,1585371
47.75,3.74,129.04,7.19,1500955
52.4,3.77,129.09,7.19,1079800
52.12,3.8,129.08,7.19,1427000
54.62,3.78,129.06,7.19,1788087
52.76,3.75,129.05,7.19,517892
61.39,3.73,129.04,7.19,259370
63.35,3.7,129.04,7.19,1520495
66.38,3.67,129.07,7.19,1471582
74.29,3.61,129.09,6.88,1167330
77.3,3.56,129.11,6.88,359521
75.59,3.55,129.13,6.88,1336305
78.5,3.56,129.15,6.88,1974964
77.62,3.57,129.17,6.88,862111
75.56,3.6,129.18,6.88,1096033
75.95,3.61,129.2,6.88,1202369
76.68,3.58,129.24,6.88,1089859
81.53,3.57,129.28,6.88,1909778
77,3.58,129.33,6.88,2195693
70.19,3.62,129.37,6.88,1006199
67.54,3.64,129.43,6.88,1339421
63.6,3.65,129.52,6.88,1153339
68.28,3.62,129.61,6.88,1445485
60.62,3.59,129.69,6.39,753402
51.74,3.57,129.77,6.39,531827
54.66,3.58,129.78,6.39,1003899
47.41,3.57,129.79,6.39,838425
43.51,3.54,129.81,6.39,831452
33.8,3.51,129.82,6.39,1793076
40.65,3.49,129.83,6.39,1302391
38.89,3.44,129.84,6.39,954476
33.94,3.39,129.85,6.39,1253557
24.82,3.34,129.86,6.39,1425204
27.85,3.28,129.9,6.39,1999428
24.76,3.19,129.98,6.39,1378520
31.53,3.12,130.07,6.39,1622487
33.8,3.08,130.16,6.1,188384
25.61,3.06,130.24,6.1,756604
32.71,3.05,130.28,6.1,662614
34.32,3.06,130.31,6.1,1770227
31.39,3.08,130.35,6.1,1093428
33.73,3.12,130.38,6.1,1704614
36.57,3.12,130.45,6.1,1244965
35.38,3.14,130.55,6.1,1417912
32.36,3.24,130.65,6.1,704915
38.24,3.38,130.74,6.1,1049497
52.5,3.53,130.83,6.1,996658
47.83,3.67,130.9,6.1,1164621
53.2,3.73,130.97,6.1,397548
48.85,3.79,131.04,5.96,1096625
51.7,3.83,131.11,5.96,2094808
50.24,3.85,131.12,5.96,1438231
64.8,3.84,131.13,5.96,1122809
54.41,3.83,131.14,5.96,1250464
56.47,3.81,131.15,5.96,1048273
65.17,3.81,131.1,5.96,1579681
62.39,3.8,131.03,5.96,571764
61.11,3.79,130.96,5.96,660395
68.4,3.78,130.89,5.96,1082746
65.97,3.76,130.83,5.96,2078172
72.89,3.74,130.79,5.96,3034515
82,3.68,130.76,5.96,1635512
79.23,3.63,130.72,5.76,674633
83.68,3.6,130.68,5.76,632198
75.69,3.56,130.7,5.76,1514580
80.42,3.54,130.72,5.76,849153
81.99,3.51,130.74,5.76,1445830
81.69,3.51,130.76,5.76,1414672
79.4,3.54,130.79,5.76,866521
77.37,3.58,130.84,5.76,1676716
79.18,3.62,130.89,5.76,1367822
70.65,3.69,130.93,5.76,1373545
68.55,3.75,130.98,5.76,788921
67.96,3.82,131.01,5.76,1326049
64.8,3.82,131.04,5.76,1777435
61.79,3.82,131.08,5.62,1637035
55.1,3.8,131.11,5.62,1644239
52.06,3.78,131.15,5.62,833847
46.97,3.76,131.19,5.62,805048
27.31,2.78,181.87,8.99,1631831
27.73,2.77,181.98,8.99,1825046
31.27,2.74,182.03,8.99,1952254
34.89,2.75,182.08,8.99,818305
37.13,2.78,182.12,8.99,666496
45.8,2.82,182.16,8.99,1163093
48.79,2.84,182.08,8.99,1239728
54.36,2.85,181.97,8.99,1420844
47.74,2.85,181.87,8.9,1053451
65.45,2.87,181.76,8.9,571162
54.28,2.9,181.69,8.9,-51733
53.47,2.9,181.68,8.9,528563
53.15,2.92,181.66,8.9,1737697
70.75,2.97,181.65,8.9,224836
54.26,2.98,181.66,8.9,457207
62.62,2.96,181.85,8.9,677870
69.27,2.9,182.05,8.9,1695931
75.93,2.85,182.24,8.9,893445
69.71,2.81,182.43,8.9,1470631
72.62,2.78,182.44,8.9,1367125
79.32,2.81,182.38,8.9,1013474
76.61,2.82,182.32,8.74,1162798
82.45,2.79,182.26,8.74,1520211
77.84,2.78,182.26,8.74,858448
81.46,2.77,182.35,8.74,440749
79.78,2.78,182.44,8.74,1561608
77.17,2.78,182.53,8.74,1001457
78.44,2.81,182.62,8.74,100789
76.01,2.78,182.62,8.74,751398
71.36,2.76,182.61,8.74,725543
78.37,2.71,182.6,8.74,2143224
70.87,2.7,182.6,8.74,635602
66.55,2.71,182.62,8.74,423789
68.59,2.71,182.67,8.74,1111445
70.58,2.71,182.72,8.72,1693223
56.49,2.76,182.76,8.72,639212
58.61,2.87,182.81,8.72,1238727
53.15,2.92,182.86,8.72,459185
61.3,2.92,182.9,8.72,-80372
45.65,2.92,182.95,8.72,313867
46.14,2.93,182.99,8.72,721604
50.02,3,182.9,8.72,1546282
46.15,3.04,182.78,8.72,1662831
40.93,3.05,182.67,8.72,1313301
30.54,3.11,182.55,8.72,692540
30.51,3.14,182.52,8.72,1532126
30.59,3.14,182.54,8.72,1419307
29.67,3.18,182.57,8.72,800853
34.32,3.19,182.6,8.55,369315
24.78,3.2,182.66,8.55,947011
30.55,3.23,182.92,8.55,1450539
24.05,3.24,183.18,8.55,885694
28.73,3.23,183.44,8.55,1112209
30.3,3.24,183.7,8.55,1322057
40.7,3.24,183.94,8.55,1865059
35.78,3.27,184.16,8.55,1800761
38.65,3.43,184.39,8.55,-14067
45.01,3.58,184.61,8.55,558420
46.66,3.63,184.81,8.55,2107815
41.76,3.62,184.99,8.55,1362005
37.27,3.64,185.18,8.52,1276660
48.71,3.72,185.36,8.52,1297527
53.69,3.82,185.53,8.52,681829
53.04,3.89,185.67,8.52,-229991
66.18,3.96,185.8,8.52,1194965
58.21,4.05,185.94,8.52,1158621
60.38,4.07,186.07,8.52,958661
62.28,4.06,185.97,8.52,846435
69.7,3.98,185.86,8.52,1447022
76.38,3.92,185.75,8.52,1372231
73.88,3.88,185.65,8.52,278060
69.32,3.84,185.67,8.52,385662
74.85,3.8,185.79,8.52,752422
74.04,3.75,185.91,8.62,1757586
77.49,3.71,186.03,8.62,829102
78.47,3.76,186.14,8.62,360323
82.33,3.81,186.22,8.62,1003361
81.31,3.83,186.3,8.62,889721
78.22,3.84,186.37,8.62,1136101
77,3.81,186.45,8.62,759946
72.98,3.75,186.51,8.62,747026
72.55,3.7,186.56,8.62,1618145
70.63,3.7,186.62,8.62,1685906
71.48,3.74,186.67,8.62,-17272
69.17,3.74,186.8,8.62,452641
63.75,3.71,187.03,8.62,1397483
70.66,3.64,187.26,8.62,720947
55.82,3.58,187.48,8.52,236380
63.82,3.54,187.69,8.52,1245590
59.6,3.57,187.78,8.52,1197150
51.78,3.57,187.88,8.52,640485
43.92,3.55,187.97,8.52,1555052
47.65,3.53,188.06,8.52,1675195
51.34,3.53,188.2,8.52,625881
48.71,3.49,188.35,8.52,1113892
50.19,3.45,188.5,8.52,394156
46.57,3.42,188.65,8.52,1520628
39.93,3.41,188.8,8.52,-124882
42.27,3.39,188.93,8.52,1591807
37.79,3.39,189.06,8.52,479680
35.88,3.42,189.19,8.42,506254
41.18,3.51,189.33,8.42,875836
31.85,3.53,189.42,8.42,681398
37.93,3.57,189.52,8.42,1494839
42.96,3.62,189.61,8.42,1259086
37,3.64,189.71,8.42,483689
36.85,3.69,189.84,8.42,1825633
42.86,3.74,190.01,8.42,953543
41.55,3.82,190.17,8.42,1136598
45.52,3.85,190.34,8.42,1215889
50.56,3.86,190.46,8.42,1248624
59.45,3.9,190.54,8.42,205330
50.04,3.95,190.61,8.42,1108662
49.73,4,190.69,8.57,869378
51.83,4.04,190.76,8.57,400343
63.13,4.03,190.81,8.57,755388
53.2,4,190.87,8.57,-367749
55.21,3.95,190.92,8.57,1471990
61.24,3.89,190.98,8.57,1849935
66.3,3.85,191,8.57,772764
67.21,3.8,191,8.57,1020811
74.48,3.74,191.01,8.57,1450221
64.3,3.69,191.02,8.57,310727
71.93,3.62,191.03,8.57,1792776
74.22,3.56,191.06,8.57,1226256
75.22,3.51,191.1,8.57,-263888
82.99,3.48,191.13,8.68,1191498
79.97,3.52,191.17,8.68,738128
78.89,3.57,191.17,8.68,1485405
77.2,3.65,191.17,8.68,1341405
76.58,3.65,191.16,8.68,929978
78.65,3.72,191.16,8.68,570395
75.71,3.81,191.23,8.68,262235
72.62,3.83,191.34,8.68,601398
75.09,3.87,191.46,8.68,382218
75.7,3.91,191.58,8.68,1095720
67.87,3.95,191.7,8.68,311672
65.32,4.04,191.86,8.68,1028775
64.88,4,192.01,8.68,1674945
64.89,3.98,192.17,8.67,744138
54.47,4,192.33,8.67,912521
56.47,3.97,192.33,8.67,815434
58.85,3.88,192.31,8.67,1693229
19.83,2.95,131.53,8.35,1894407
22,2.94,131.59,8.35,1104988
27.54,2.91,131.64,8.35,1163918
29.87,2.91,131.69,8.35,1266904
31.79,2.92,131.74,8.35,1845321
41.39,2.94,131.78,8.35,1608226
44.69,2.96,131.82,8.35,1310468
39.53,2.96,131.86,8.35,1525809
45.27,2.96,131.9,8.19,1942221
57.77,2.99,131.94,8.19,1033816
49.63,3.01,131.98,8.19,1419156
46.54,3.02,132.02,8.19,1599815
49.09,3.04,132.06,8.19,1017193
63.16,3.1,132.11,8.19,730120
47.13,3.11,132.15,8.19,456564
59.09,3.1,132.22,8.19,789512
70.61,3.05,132.29,8.19,773930
69.99,3.01,132.36,8.19,637622
61.04,2.97,132.44,8.19,1490618
65.83,2.94,132.47,8.19,1146168
72.79,2.96,132.5,8.19,1325991
66.13,2.96,132.52,8.1,641580
77.33,2.94,132.55,8.1,1277213
72.83,2.93,132.57,8.1,692251
73.2,2.92,132.58,8.1,1511708
72.04,2.93,132.6,8.1,436804
72.7,2.94,132.61,8.1,920128
72.17,2.92,132.63,8.1,342373
71.1,2.91,132.66,8.1,-3155
65.07,2.88,132.69,8.1,239213
73.17,2.86,132.72,8.1,2113700
62.36,2.84,132.76,8.1,531322
57.94,2.85,132.77,8.1,1836856
62.53,2.84,132.76,8.1,711960
59.69,2.84,132.76,8.07,1694733
52.19,2.9,132.75,8.07,875477
49.96,3,132.76,8.07,369268
47.1,3.05,132.82,8.07,1288421
55.09,3.06,132.87,8.07,33763
40.29,3.05,132.92,8.07,1433272
39.63,3.06,132.98,8.07,1838475
44.1,3.14,132.92,8.07,1184148
40.71,3.19,132.84,8.07,1371856
36,3.2,132.76,8.07,776698
23.97,3.26,132.68,8.07,1713392
25.3,3.3,132.68,8.07,590895
25.07,3.31,132.75,8.07,1234822
26.54,3.34,132.82,8.07,594822
30.53,3.35,132.88,7.77,366512
19.53,3.37,132.95,7.77,690078
21.84,3.39,133.03,7.77,1944261
19.61,3.4,133.11,7.77,846113
20.69,3.4,133.18,7.77,1114778
21.64,3.42,133.26,7.77,345845
33.06,3.42,133.37,7.77,696123
20.87,3.45,133.49,7.77,2103450
28.16,3.6,133.61,7.77,1338609
34.27,3.75,133.74,7.77,987502
40.23,3.8,133.85,7.77,2387884
32.63,3.79,133.96,7.77,499900
30.34,3.81,134.07,7.66,858719
40.94,3.9,134.18,7.66,1428571
48.63,3.98,134.28,7.66,824591
41.37,4.06,134.36,7.66,1395273
55.46,4.12,134.44,7.66,1857597
49.87,4.19,134.51,7.66,1002397
57.07,4.21,134.59,7.66,1291261
57.19,4.2,134.68,7.66,749642
65.87,4.13,134.77,7.66,1080942
69.8,4.07,134.86,7.66,2930050
69.86,4.03,134.94,7.66,1554357
63.9,3.99,135.08,7.66,2223094
69.96,3.96,135.27,7.66,956728
67.43,3.92,135.45,7.81,1952724
73.47,3.89,135.63,7.81,829679
73.34,3.92,135.78,7.81,1781665
79.97,3.97,135.87,7.81,1175948
74.67,4,135.96,7.81,1264479
73.63,4.02,136.05,7.81,848495
70.63,4,136.14,7.81,1523014
70.41,3.94,136.18,7.81,1289799
69.19,3.91,136.21,7.81,795620
67.63,3.88,136.24,7.81,385516
67.59,3.93,136.27,7.81,1037836
62.1,3.94,136.31,7.81,1067902
59,3.9,136.37,7.81,1750341
64.87,3.86,136.42,7.81,1894879
51.24,3.78,136.47,7.87,1072407
61.3,3.74,136.52,7.87,848774
51.67,3.76,136.5,7.87,930040
45.54,3.76,136.49,7.87,1559027
43.39,3.74,136.48,7.87,1734569
47.13,3.72,136.46,7.87,1067933
46.53,3.72,136.47,7.87,1923215
41.1,3.69,136.48,7.87,1441199
45.67,3.67,136.49,7.87,1337930
38.53,3.63,136.5,7.87,1469435
35.49,3.61,136.53,7.87,1110920
34.93,3.59,136.59,7.87,2157646
31.44,3.57,136.64,7.87,1229088
30.24,3.58,136.7,7.94,1745648
36.26,3.67,136.75,7.94,1678769
21.39,3.7,136.86,7.94,1685191
30.87,3.74,136.96,7.94,328993
35.3,3.8,137.06,7.94,144975
31.91,3.83,137.17,7.94,1031099
30.26,3.87,137.26,7.94,2291627
33.18,3.92,137.34,7.94,449641
33.24,3.98,137.42,7.94,592383
36.97,4.02,137.51,7.94,26896
47.42,4.02,137.58,7.94,20515
58.92,4.05,137.66,7.94,1203359
42.65,4.1,137.73,7.94,518849
40.01,4.14,137.8,8.15,531153
43.52,4.19,137.87,8.15,1310202
54.47,4.17,137.92,8.15,42690
41.57,4.16,137.98,8.15,1241872
51.04,4.12,138.03,8.15,1219732
54.23,4.06,138.09,8.15,1474515
58.84,4.03,138.11,8.15,998200
67.97,3.98,138.11,8.15,1484529
67.61,3.92,138.11,8.15,1129860
59.35,3.87,138.12,8.15,1642788
67.7,3.79,138.13,8.15,573630
74.28,3.72,138.16,8.15,1048314
68.91,3.67,138.2,8.15,1033812
74.64,3.65,138.23,8.19,895552
72.62,3.69,138.26,8.19,1636754
75.31,3.73,138.23,8.19,1130519
73.9,3.82,138.2,8.19,185865
73.13,3.82,138.17,8.19,547681
73.99,3.86,138.14,8.19,221279
70.29,3.96,138.19,8.19,402635
66.98,4,138.28,8.19,1367024
71.42,4.03,138.38,8.19,1238174
71.61,4.08,138.47,8.19,806965
65.44,4.09,138.57,8.19,1285728
60.34,4.2,138.65,8.19,1051757
57.13,4.16,138.74,8.19,1965141
59.57,4.15,138.83,7.99,303651
49.12,4.19,138.91,7.99,1607361
52.89,4.15,138.83,7.99,1696289
55.75,4.07,138.73,7.99,1492369
19.79,2.58,189.38,7.04,967823
20.87,2.57,189.46,7.04,1293773
21.13,2.55,189.53,7.04,821232
18.12,2.59,189.6,7.04,183716
27.92,2.62,189.67,7.04,728124
28.64,2.68,189.74,7.04,953866
33.45,2.69,189.73,7.04,232411
29.88,2.72,189.72,7.04,482675
36.19,2.72,189.7,6.84,949353
34.21,2.75,189.69,6.84,1306926
45.69,2.77,189.66,6.84,2154459
44.9,2.78,189.62,6.84,1557434
37.75,2.77,189.58,6.84,726877
37.43,2.77,189.53,6.84,723200
41.26,2.79,189.49,6.84,646436
47.34,2.78,189.47,6.84,579584
52.08,2.74,189.45,6.84,1358970
53.76,2.7,189.42,6.84,189260
62.63,2.68,189.4,6.84,1735131
52.4,2.67,189.42,6.84,1763300
62.37,2.71,189.45,6.84,1896461
64.44,2.73,189.49,6.87,-204527
61.79,2.71,189.52,6.87,834158
67.68,2.7,189.61,6.87,615181
70.67,2.69,189.77,6.87,714215
70.71,2.69,189.94,6.87,642716
67.42,2.69,190.1,6.87,1631740
63.91,2.72,190.26,6.87,677623
63.59,2.73,190.29,6.87,714986
65.66,2.73,190.33,6.87,1518425
58.02,2.77,190.36,6.87,583581
57.24,2.78,190.4,6.87,1420546
56.55,2.8,190.47,6.87,1854939
58.19,2.79,190.57,6.87,564593
59.39,2.76,190.67,6.99,1769006
54.29,2.74,190.78,6.99,1951749
45,2.76,190.86,6.99,292621
45.85,2.76,190.91,6.99,-63822
35.76,2.75,190.95,6.99,2388081
39.94,2.73,191,6.99,1064488
34.04,2.74,191.04,6.99,1688751
27.26,2.76,191.03,6.99,2173334
23.46,2.74,191.01,6.99,219788
23.68,2.71,190.99,6.99,1125769
32.02,2.73,190.97,6.99,1129813
26.01,2.78,191.03,6.99,1677293
32.46,2.78,191.14,6.99,1332203
19.66,2.83,191.26,6.99,1018413
12.39,2.88,191.37,6.61,1230277
17.46,2.91,191.48,6.61,1255091
28.6,2.97,191.57,6.61,1078886
20.8,3.01,191.67,6.61,1632508
13.64,3.01,191.76,6.61,758733
15.02,3.04,191.86,6.61,63147
27.18,3.05,191.92,6.61,1348635
26.15,3.1,191.96,6.61,1033304
31.77,3.23,192.01,6.61,541522
29.36,3.37,192.06,6.61,1242773
36.5,3.41,192.12,6.61,1244202
32.61,3.41,192.2,6.61,1131900
35.75,3.46,192.27,6.34,1591729
38.04,3.53,192.34,6.34,333249
34.59,3.61,192.42,6.34,1184778
40.74,3.64,192.52,6.34,561730
37.77,3.66,192.62,6.34,1094326
38.64,3.73,192.73,6.34,1742485
43.29,3.77,192.83,6.34,391046
43.95,3.83,192.83,6.34,845424
45.17,3.8,192.84,6.34,504178
54.08,3.76,192.84,6.34,748769
55.78,3.73,192.85,6.34,1554198
58.34,3.7,192.9,6.34,-671493
54.36,3.66,193,6.34,718024
63.59,3.6,193.09,6.34,1269666
65,3.54,193.19,6.34,223916
65.16,3.53,193.31,6.34,959603
65.36,3.54,193.51,6.34,1839507
66.84,3.55,193.71,6.34,1931880
63.96,3.55,193.91,6.34,1230685
67.09,3.54,194.11,6.34,1030165
68.83,3.5,194.25,6.34,1578308
67.51,3.48,194.38,6.34,868126
63.44,3.51,194.51,6.34,563235
56.99,3.57,194.64,6.34,1589663
53.68,3.6,194.74,6.34,1711265
50.39,3.58,194.81,6.34,1334482
57.61,3.54,194.88,6.34,1618006
48.91,3.5,194.95,6.23,445899
39.97,3.49,195.03,6.23,886414
46.99,3.55,195.18,6.23,639282
41.97,3.55,195.33,6.23,337224
33.43,3.53,195.48,6.23,1256427
29.56,3.5,195.64,6.23,1104241
31.73,3.48,195.72,6.23,1174754
31.39,3.42,195.77,6.23,457400
27.83,3.38,195.82,6.23,1060614
14.44,3.33,195.87,6.23,1914004
22.5,3.27,195.98,6.23,1229008
20.79,3.17,196.17,6.23,973804
23.91,3.12,196.36,6.23,1607916
26.49,3.1,196.55,6.16,753391
19.55,3.08,196.73,6.16,1348253
29.3,3.06,196.78,6.16,1351577
28.17,3.04,196.83,6.16,1496357
25.53,3.03,196.87,6.16,676808
23.69,3.1,196.92,6.16,2280322
31.19,3.11,196.94,6.16,1527211
26.21,3.13,196.95,6.16,646928
23.4,3.19,196.96,6.16,6434
28.16,3.29,196.96,6.16,1185684
38.02,3.49,197.05,6.16,495567
38.7,3.66,197.23,6.16,348191
48.29,3.75,197.41,6.16,195889
48.93,3.85,197.6,6.17,930013
45.83,3.9,197.78,6.17,1112071
43.61,3.94,197.72,6.17,1024673
59.69,3.93,197.66,6.17,499130
51.34,3.9,197.61,6.17,1162063
53.57,3.87,197.55,6.17,210463
56.74,3.84,197.56,6.17,859218
57.36,3.8,197.59,6.17,1674690
58.97,3.76,197.62,6.17,257091
65.43,3.74,197.66,6.17,1541465
65.36,3.72,197.69,6.17,1017496
70.41,3.73,197.74,6.17,1496401
77.31,3.69,197.79,6.17,247080
70.49,3.65,197.83,6.06,821808
70.29,3.61,197.88,6.06,1219619
68.43,3.58,197.93,6.06,1647777
69,3.57,197.98,6.06,451414
68.59,3.53,198.03,6.06,1590648
70.24,3.51,198.08,6.06,1377638
62.07,3.54,198.1,6.06,237465
61.44,3.56,198.1,6.06,1391506
64.19,3.56,198.1,6.06,2151941
60.09,3.6,198.1,6.06,783639
